original_block_index,original_name,normalized_name,canonical_name,system,subsystem,anatomical_region,structure_type,laterality,piece_number,temporal_phase,hierarchy_path,classification_confidence,classification_rule,source_file,review_action,review_confidence,review_reason,example_source_file,example_original_block_index,first_seen_run_id,notes
,musc220,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,220,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,805,260612,
,musc304,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,304,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,806,260612,
,musc231,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,231,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,807,260612,
,musc339,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,339,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,808,260612,
,musc210,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,210,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,809,260612,
,musc211,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,211,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,810,260612,
,musc215,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,215,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,811,260612,
,musc218,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,218,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,812,260612,
,lmusc336,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,left,336,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,813,260612,
,lmusc1663,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,left,1663,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,814,260612,
,lfoot_musc,foot_muscle,foot_muscle,musculoskeletal,skeletal_muscle/lower_limb,lower_limb,muscle,left,,static,09_Musculoskeletal/Skeletal_Muscle/Lower_Limb,manual,ai_review:foot_muscle_from_muscle_file,,corrected,high,"Foot muscle label from muscle.raw should be skeletal muscle, not integumentary skin.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,815,260612,
,musc219,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,219,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,821,260612,
,Temporal_left,temporal_lobe,temporal_lobe,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,841,260612,
,Temporal_right,temporal_lobe,temporal_lobe,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,842,260612,
,Temporal_lobe_left,temporal_lobe,temporal_lobe,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,849,260612,
,Temporal_lobe_right,temporal_lobe,temporal_lobe,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,850,260612,
,temporal_polar_left,temporal_pole,temporal_pole,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,947,260612,
,temporal_polar_right,temporal_pole,temporal_pole,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,948,260612,
,anterior_temporal_left,anterior_temporal_lobe,anterior_temporal_lobe,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,966,260612,
,anterior_temporal_right,anterior_temporal_lobe,anterior_temporal_lobe,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,971,260612,
,middle_temporal_left,middle_temporal_gyrus,middle_temporal_gyrus,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,973,260612,
,middle_temporal_right,middle_temporal_gyrus,middle_temporal_gyrus,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,974,260612,
,posterior_temporal_left,posterior_temporal_lobe,posterior_temporal_lobe,nervous,brain,head_and_neck,organ,left,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,975,260612,
,posterior_temporal_right,posterior_temporal_lobe,posterior_temporal_lobe,nervous,brain,head_and_neck,organ,right,,static,02_Nervous/Brain,manual,ai_review:temporal_cortical_region,,corrected,high,"Temporal cortical/temporal-lobe label should be nervous/brain, not unclassified or hand-digit musculoskeletal.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,976,260612,
,central_veins,central_veins,central_veins,cardiovascular,cerebrovascular/veins_and_dural_sinuses,head_and_neck,vein,unspecified,,static,01_Cardiovascular/Cerebrovascular/Veins_and_Dural_Sinuses,manual,ai_review:cerebrovascular_superficial_veins,,corrected,high,Central veins are in the intracranial vessel cluster and should be cerebrovascular veins.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,991,260612,
,parietal_superficial_veins,parietal_superficial_veins,parietal_superficial_veins,cardiovascular,cerebrovascular/veins_and_dural_sinuses,head_and_neck,vein,unspecified,,static,01_Cardiovascular/Cerebrovascular/Veins_and_Dural_Sinuses,manual,ai_review:cerebrovascular_superficial_veins,,corrected,high,"Parietal superficial veins should be cerebrovascular veins, not brain parenchyma.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1003,260612,
,septal_vein_left,septal_vein,septal_vein,cardiovascular,cerebrovascular/veins_and_dural_sinuses,head_and_neck,vein,left,,static,01_Cardiovascular/Cerebrovascular/Veins_and_Dural_Sinuses,manual,ai_review:cerebrovascular_septal_veins,,corrected,high,"Septal veins in the brain vessel cluster should be cerebrovascular veins, not generic systemic veins.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1015,260612,
,septal_vein_right,septal_vein,septal_vein,cardiovascular,cerebrovascular/veins_and_dural_sinuses,head_and_neck,vein,right,,static,01_Cardiovascular/Cerebrovascular/Veins_and_Dural_Sinuses,manual,ai_review:cerebrovascular_septal_veins,,corrected,high,"Septal veins in the brain vessel cluster should be cerebrovascular veins, not generic systemic veins.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1016,260612,
,precentral_veins,precentral_veins,precentral_veins,cardiovascular,cerebrovascular/veins_and_dural_sinuses,head_and_neck,vein,unspecified,,static,01_Cardiovascular/Cerebrovascular/Veins_and_Dural_Sinuses,manual,ai_review:cerebrovascular_superficial_veins,,corrected,high,"Precentral veins should be cerebrovascular veins, not generic systemic veins.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1019,260612,
,thyrohyoid_membrane,thyrohyoid_membrane,thyrohyoid_membrane,respiratory,upper_airway/larynx,head_and_neck,ligament,unspecified,,static,03_Respiratory/Upper_Airway/Larynx,manual,ai_review:laryngeal_thyrohyoid_membrane,,corrected,high,"Thyrohyoid membrane is a laryngeal membrane/ligament, not hyoid bone.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1047,260612,
,thyroid_cart,thyroid_cartilage,thyroid_cartilage,respiratory,upper_airway/larynx,head_and_neck,cartilage,unspecified,,static,03_Respiratory/Upper_Airway/Larynx,manual,ai_review:laryngeal_thyroid_cartilage,,corrected,high,"Thyroid cartilage is a laryngeal cartilage, not thyroid endocrine gland.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1050,260612,
,cuneiform_cart,cuneiform_cartilage,cuneiform_cartilage,respiratory,upper_airway/larynx,head_and_neck,cartilage,unspecified,,static,03_Respiratory/Upper_Airway/Larynx,manual,ai_review:laryngeal_cuneiform_cartilage,,corrected,high,Cuneiform cartilage in this laryngeal-cartilage cluster should not be classified as lower-limb bone.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1053,260612,
,urethra,urethra,urethra,urinary,urethra,pelvis,duct,unspecified,,static,05_Urinary/Urethra,manual,ai_review:urethra_urinary_duct,,corrected,high,Urethra belongs in the urinary system; current row was unclassified.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1153,260612,
,pituitary_ant,anterior_pituitary,anterior_pituitary,endocrine,pituitary,head_and_neck,gland,unspecified,,static,07_Endocrine/Pituitary,manual,ai_review:anterior_pituitary,,corrected,high,Anterior pituitary is an endocrine pituitary gland subdivision; current row was unclassified.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1168,260612,
,pituitary_post,posterior_pituitary,posterior_pituitary,endocrine,pituitary,head_and_neck,gland,unspecified,,static,07_Endocrine/Pituitary,manual,ai_review:posterior_pituitary,,corrected,high,Posterior pituitary is an endocrine pituitary subdivision; current row was unclassified.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1169,260612,
,tonsils,tonsils,tonsils,lymphatic_immune,tonsils,head_and_neck,organ,unspecified,,static,10_Lymphatic_and_Immune/Tonsils,manual,ai_review:tonsils_lymphatic,,corrected,high,Tonsils are lymphatic/immune organs of the head and neck; current row was unclassified.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_organs.raw,1170,260612,
1354,arteries_lung,internal_thoracic_artery,internal_thoracic_artery,cardiovascular,systemic_arteries,thorax,artery,left,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:internal_thoracic_arteries,,corrected,high,First arteries_lung block identified in ParaView as left internal thoracic artery rather than pulmonary artery.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1354,260612,
1355,arteries_lung,internal_thoracic_artery,internal_thoracic_artery,cardiovascular,systemic_arteries,thorax,artery,right,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:internal_thoracic_arteries,,corrected,high,Second arteries_lung block identified in ParaView as right internal thoracic artery rather than pulmonary artery.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1355,260612,
1356,arteries_lung,internal_thoracic_artery,internal_thoracic_artery,cardiovascular,systemic_arteries,thorax,artery,left,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:internal_thoracic_arteries,,corrected,high,First arteries_lung block identified in ParaView as left internal thoracic artery rather than pulmonary artery.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_vessels.raw,1356,260602,
1357,arteries_lung,internal_thoracic_artery,internal_thoracic_artery,cardiovascular,systemic_arteries,thorax,artery,right,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:internal_thoracic_arteries,,corrected,high,Second arteries_lung block identified in ParaView as right internal thoracic artery rather than pulmonary artery.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_vessels.raw,1357,260602,
,arteries_rleg,lower_limb_arteries,lower_limb_arteries,cardiovascular,systemic_arteries,lower_limb,artery,right,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:lower_limb_arteries,,corrected,high,Lower-limb artery labels were routed to lower-limb muscle by pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1363,260612,
,arteries_lleg,lower_limb_arteries,lower_limb_arteries,cardiovascular,systemic_arteries,lower_limb,artery,left,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:lower_limb_arteries,,corrected,high,Lower-limb artery labels were routed to lower-limb muscle by pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1395,260612,
,arteries_rarm,upper_limb_arteries,upper_limb_arteries,cardiovascular,systemic_arteries,upper_limb,artery,right,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:upper_limb_arteries_metadata,,corrected,high,Upper-limb artery label was cardiovascular already but lacked limb region/laterality.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1427,260612,
,arteries_larm,upper_limb_arteries,upper_limb_arteries,cardiovascular,systemic_arteries,upper_limb,artery,left,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:upper_limb_arteries_metadata,,corrected,high,Upper-limb artery label was cardiovascular already but lacked limb region/laterality.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1441,260612,
,rkidney_arteries,renal_arteries,renal_arteries,cardiovascular,systemic_arteries,abdomen,artery,right,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:renal_arteries,,corrected,high,Kidney arteries are renal/systemic arteries rather than kidney organ parenchyma.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1455,260612,
,lkidney_arteries,renal_arteries,renal_arteries,cardiovascular,systemic_arteries,abdomen,artery,left,,static,01_Cardiovascular/Systemic_Arteries,manual,ai_review:renal_arteries,,corrected,high,Kidney arteries are renal/systemic arteries rather than kidney organ parenchyma.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1473,260612,
1927,veins_lung,internal_thoracic_vein,internal_thoracic_vein,cardiovascular,systemic_veins,thorax,vein,left,1,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:internal_thoracic_veins,,corrected,high,veins_lung block identified in ParaView as left internal thoracic vein rather than pulmonary vein.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1927,260612,
1928,veins_lung,internal_thoracic_vein,internal_thoracic_vein,cardiovascular,systemic_veins,thorax,vein,left,2,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:internal_thoracic_veins,,corrected,high,Second veins_lung block identified in ParaView as left internal thoracic vein rather than pulmonary vein.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1928,260612,
1929,veins_lung,internal_thoracic_vein,internal_thoracic_vein,cardiovascular,systemic_veins,thorax,vein,left,1,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:internal_thoracic_veins,,corrected,high,veins_lung block identified in ParaView as left internal thoracic vein rather than pulmonary vein.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_vessels.raw,1929,260602,
1930,veins_lung,internal_thoracic_vein,internal_thoracic_vein,cardiovascular,systemic_veins,thorax,vein,left,2,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:internal_thoracic_veins,,corrected,high,Second veins_lung block identified in ParaView as left internal thoracic vein rather than pulmonary vein.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_vessels.raw,1930,260602,
,veins_rleg,lower_limb_veins,lower_limb_veins,cardiovascular,systemic_veins,lower_limb,vein,right,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:lower_limb_veins,,corrected,high,Lower-limb vein labels were routed to lower-limb muscle by pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1929,260612,
,veins_lleg,lower_limb_veins,lower_limb_veins,cardiovascular,systemic_veins,lower_limb,vein,left,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:lower_limb_veins,,corrected,high,Lower-limb vein labels were routed to lower-limb muscle by pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1964,260612,
,veins_rarm,upper_limb_veins,upper_limb_veins,cardiovascular,systemic_veins,upper_limb,vein,right,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:upper_limb_veins_metadata,,corrected,high,Upper-limb vein label was cardiovascular already but lacked limb region/laterality.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,1999,260612,
,veins_larm,upper_limb_veins,upper_limb_veins,cardiovascular,systemic_veins,upper_limb,vein,left,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:upper_limb_veins_metadata,,corrected,high,Upper-limb vein label was cardiovascular already but lacked limb region/laterality.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2014,260612,
,liver_veins_hep,hepatic_veins,hepatic_veins,cardiovascular,portal_and_hepatic_venous_system,abdomen,vein,unspecified,,static,01_Cardiovascular/Portal_and_Hepatic_Venous_System,manual,ai_review:hepatic_veins,,corrected,high,"Hepatic liver veins should be cardiovascular portal/hepatic venous vessels, not liver organ.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2029,260612,
,liver_veins_sup_port,portal_veins,portal_veins,cardiovascular,portal_and_hepatic_venous_system,abdomen,vein,unspecified,,static,01_Cardiovascular/Portal_and_Hepatic_Venous_System,manual,ai_review:portal_veins,,corrected,high,"Portal liver veins should be cardiovascular portal/hepatic venous vessels, not liver organ.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2069,260612,
,liver_veins_port,portal_veins,portal_veins,cardiovascular,portal_and_hepatic_venous_system,abdomen,vein,unspecified,,static,01_Cardiovascular/Portal_and_Hepatic_Venous_System,manual,ai_review:portal_veins,,corrected,high,"Portal liver veins should be cardiovascular portal/hepatic venous vessels, not liver organ.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2153,260612,
,splenic_veins,splenic_veins,splenic_veins,cardiovascular,portal_and_hepatic_venous_system,abdomen,vein,unspecified,,static,01_Cardiovascular/Portal_and_Hepatic_Venous_System,manual,ai_review:portal_system_tributary_veins,,corrected,high,"Splenic veins are abdominal portal-system tributaries, not generic systemic veins.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2173,260612,
,mesenteric_veins,mesenteric_veins,mesenteric_veins,cardiovascular,portal_and_hepatic_venous_system,abdomen,vein,unspecified,,static,01_Cardiovascular/Portal_and_Hepatic_Venous_System,manual,ai_review:portal_system_tributary_veins,,corrected,high,"Mesenteric veins are abdominal portal-system tributaries, not generic systemic veins.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2184,260612,
,rkidney_veins,renal_veins,renal_veins,cardiovascular,systemic_veins,abdomen,vein,right,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:renal_veins,,corrected,high,Kidney veins are cardiovascular veins rather than kidney organ parenchyma.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2188,260612,
,lkidney_veins,renal_veins,renal_veins,cardiovascular,systemic_veins,abdomen,vein,left,,static,01_Cardiovascular/Systemic_Veins,manual,ai_review:renal_veins,,corrected,high,Kidney veins are cardiovascular veins rather than kidney organ parenchyma.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_vessels.raw,2190,260612,
,thumb_l,thumb,thumb,integumentary,skin,upper_limb,skin,left,,static,11_Integumentary/Skin,manual,ai_review:finger_skin,,corrected,high,Left thumb body-surface label is finger skin and should not be routed to upper-limb skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_body.raw,15,260602,
,middle_l,middle,middle,integumentary,skin,upper_limb,skin,left,,static,11_Integumentary/Skin,manual,ai_review:finger_skin,,corrected,high,Left middle-finger body-surface label is finger skin and should not be routed to upper-limb skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_body.raw,17,260602,
,ring_l,ring,ring,integumentary,skin,upper_limb,skin,left,,static,11_Integumentary/Skin,manual,ai_review:finger_skin,,corrected,high,Left ring-finger body-surface label is finger skin and should not be routed to upper-limb skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_body.raw,18,260602,
,pinky_l,pinky,pinky,integumentary,skin,upper_limb,skin,left,,static,11_Integumentary/Skin,manual,ai_review:finger_skin,,corrected,high,Left pinky body-surface label is finger skin and should not be routed to upper-limb skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_body.raw,19,260602,
,r_renal_pelvis,renal_pelvis,renal_pelvis,urinary,renal_collecting_system,abdomen,duct,right,,static,05_Urinary/Renal_Collecting_System,manual,ai_review:renal_pelvis_collecting_system,,corrected,high,Renal pelvis is part of the urinary renal collecting system and should not be routed to skeletal pelvis.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,1097,260602,
,l_renal_pelvis,renal_pelvis,renal_pelvis,urinary,renal_collecting_system,abdomen,duct,left,,static,05_Urinary/Renal_Collecting_System,manual,ai_review:renal_pelvis_collecting_system,,corrected,high,Renal pelvis is part of the urinary renal collecting system and should not be routed to skeletal pelvis.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,1100,260602,
,vertebral_left,vertebral_artery,vertebral_artery,cardiovascular,cerebrovascular/arteries,head_and_neck,artery,left,,static,01_Cardiovascular/Cerebrovascular/Arteries,manual,ai_review:vertebral_artery,,corrected,high,Vertebral left label in the organ vessel cluster is the left vertebral artery and should not be routed to vertebral column skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,904,260602,
,vertebral_right,vertebral_artery,vertebral_artery,cardiovascular,cerebrovascular/arteries,head_and_neck,artery,right,,static,01_Cardiovascular/Cerebrovascular/Arteries,manual,ai_review:vertebral_artery,,corrected,high,Vertebral right label in the organ vessel cluster is the right vertebral artery and should not be routed to vertebral column skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,905,260602,
,musc353,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,353,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc numeric label should remain skeletal muscle; vertebral-column rule collision routed it to skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_muscle.raw,799,260602,
,musc360,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,360,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc numeric label should remain skeletal muscle; vertebral-column rule collision routed it to skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_muscle.raw,805,260602,
,musc409,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,409,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc numeric label should remain skeletal muscle; vertebral-column rule collision routed it to skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_muscle.raw,683,260602,
,musc490,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,490,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc numeric label should remain skeletal muscle; vertebral-column rule collision routed it to skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,1034,260602,
,musc491,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,491,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc numeric label should remain skeletal muscle; vertebral-column rule collision routed it to skeleton.,/Users/aghorban/code/databases/XCAT/binraws/260602/260602_1_organs.raw,1035,260602,
